emp_no,first_name,last_name,title,from_date,to_date,dept_name
107780,Masasuke,Gewali,Engineer,6/6/1988,6/6/1997,Development
107782,Gadiel,Rajala,Senior Staff,8/20/1996,1/1/9999,Marketing
107797,Wayne,Strandh,Engineer,9/28/1991,9/28/1998,Development
107800,Goncalo,Stenning,Assistant Engineer,2/2/1986,2/2/1994,Development
107807,Narain,Granlund,Staff,12/10/1995,1/1/9999,Sales
107809,Mihalis,Facello,Senior Staff,2/3/1990,1/1/9999,Research
107810,Richara,Trogemann,Engineer,4/14/1987,4/14/1995,Production
107816,Xinyu,Validov,Senior Engineer,2/16/1985,1/1/9999,Production
107822,Hatem,Kroll,Senior Staff,1/23/1990,1/1/9999,Sales
107823,Nimmagadda,Bail,Senior Engineer,8/6/1985,1/1/9999,Development
107825,Shounak,Hemaspaandra,Assistant Engineer,6/13/1986,6/13/1991,Development
107840,Krister,Hettesheimer,Engineer,4/7/1985,4/7/1994,Development
107892,Aral,Ambroszkiewicz,Engineer,3/4/1985,3/4/1994,Development
107895,Toshimitsu,Pappas,Senior Staff,11/5/1995,1/1/9999,Customer Service
107901,Munir,Honiden,Senior Staff,11/25/1995,1/1/9999,Sales
107924,Achilleas,Georgakopoulos,Senior Staff,11/10/1987,1/1/9999,Sales
107935,Odysseas,Walstra,Engineer,8/11/1994,8/11/1999,Production
107937,Apostol,Marzano,Senior Staff,2/12/2001,1/1/9999,Customer Service
107950,Kagan,Birke,Senior Staff,2/6/1993,1/1/9999,Research
107955,Kauko,Zhang,Senior Staff,3/5/2001,1/1/9999,Human Resources
107959,Kenton,Sankaranarayanan,Senior Staff,1/30/1998,1/1/9999,Finance
107982,Tsuneo,Underwood,Senior Staff,11/3/1996,1/1/9999,Marketing
107985,Hausi,Cools,Technique Leader,8/30/1988,1/1/9999,Production
107990,Christoper,Puppo,Senior Staff,5/10/1993,1/1/9999,Finance
107996,Licheng,Nitta,Senior Staff,10/18/1988,1/1/9999,Sales
107997,Masoud,Perfilyeva,Senior Staff,5/20/1999,1/1/9999,Sales
108018,Subhankar,Halevi,Engineer,10/19/1989,10/19/1997,Development
108020,Marin,Norsworthy,Technique Leader,10/14/1997,1/1/9999,Production
108028,Przemyslawa,Hagimont,Engineer,11/23/1993,11/23/2000,Development
108048,Zhenhua,Dredge,Staff,3/7/1999,1/1/9999,Finance
108050,Hairong,Sommer,Engineer,4/12/1989,4/12/1995,Development
108053,Abdelghani,Nilsson,Senior Staff,5/11/2002,1/1/9999,Sales
108064,Shimshon,Otillio,Engineer,12/19/1987,12/19/1994,Development
108070,Khoa,Bennis,Senior Staff,2/26/1995,1/1/9999,Sales
108078,Horward,Demian,Engineer,5/31/1997,1/1/9999,Production
108081,Lucien,Dulli,Senior Staff,5/5/1992,1/1/9999,Customer Service
108092,Uzi,Edelhoff,Engineer,6/28/1988,6/28/1993,Development
108096,Arun,Bazzichi,Senior Engineer,5/25/1991,1/1/9999,Development
108109,Alassane,Holburn,Engineer,12/22/1988,12/23/1995,Production
108114,Leon,Kobara,Engineer,8/28/1987,8/27/1992,Production
108119,Qingxiang,Melton,Senior Engineer,2/6/1988,1/1/9999,Development
108122,Moti,Terkki,Senior Staff,5/15/1985,1/1/9999,Sales
108126,Izaskun,Shackell,Engineer,12/18/1986,12/18/1993,Research
108137,Panayotis,Ermel,Engineer,4/7/1999,1/1/9999,Development
108138,Berto,Middleton,Senior Staff,3/3/1986,1/1/9999,Sales
108148,Szabolcs,Tyugu,Engineer,3/29/1996,1/1/9999,Development
108150,Shrikanth,Peternell,Engineer,4/18/1991,4/17/1996,Development
108153,Lene,Puppo,Senior Staff,4/1/1987,1/1/9999,Sales
108176,Aksel,Piazza,Engineer,12/2/1988,12/2/1993,Development
108179,Constantijn,Crelier,Engineer,6/5/1994,6/5/2002,Development
108181,Ulises,Passino,Engineer,3/30/1993,3/30/2000,Customer Service
108184,Kien,Merks,Engineer,11/14/1988,11/15/1995,Development
108212,Masali,Versino,Senior Staff,7/10/1993,1/1/9999,Sales
108217,Mohan,Munoz,Senior Staff,12/16/1987,1/1/9999,Sales
108218,Akeel,Piveteau,Engineer,9/5/1985,9/5/1993,Development
108223,Henk,Cangellaris,Technique Leader,10/31/1988,1/1/9999,Production
108244,Torsten,Savasere,Engineer,12/7/1986,12/7/1993,Development
108246,Lijie,Spinelli,Senior Staff,7/15/1992,1/1/9999,Human Resources
108251,Adhemar,Muhling,Engineer,5/27/1998,1/1/9999,Production
108262,Yannis,Alpay,Engineer,9/11/1993,9/11/2000,Development
108279,Kellie,Chepyzhov,Senior Engineer,4/4/1987,1/1/9999,Production
108300,Arlette,Gyimothy,Senior Staff,8/17/1993,1/1/9999,Marketing
108307,Diederik,Suermann,Senior Staff,7/29/1993,1/1/9999,Sales
108325,Sudharsan,Puppo,Engineer,5/14/1988,5/14/1994,Production
108332,Genevieve,Swick,Senior Engineer,4/14/1995,1/1/9999,Production
108338,Sadok,Schauser,Senior Engineer,4/11/1992,1/1/9999,Production
108363,Aloke,Luef,Staff,12/20/1996,1/1/9999,Sales
108364,Jiafu,Chelton,Senior Engineer,5/15/1988,1/1/9999,Production
108367,Rimon,Rouquie,Senior Staff,2/10/1993,1/1/9999,Sales
108375,Greger,Ananiadou,Senior Staff,6/26/1996,1/1/9999,Sales
108391,Naftali,Pocchiola,Senior Staff,10/16/1986,1/1/9999,Finance
108410,Sanjai,Smailagic,Engineer,12/10/1992,12/10/2001,Development
108420,Baruch,Pietrzykowski,Senior Staff,12/26/1994,1/1/9999,Sales
108433,Henk,Schaad,Engineer,12/23/1994,12/23/1999,Production
108440,Xiaoqiang,Conta,Senior Staff,4/26/1996,1/1/9999,Customer Service
108453,Ipke,Chappelet,Assistant Engineer,5/15/1987,5/14/1996,Development
108461,Aral,Sury,Senior Staff,10/28/1992,1/1/9999,Sales
108474,Stella,Schaft,Engineer,2/21/1987,2/21/1995,Quality Management
108503,Krisda,Badr,Senior Engineer,10/14/1993,1/1/9999,Production
108505,Arvin,Iwayama,Senior Engineer,12/23/1995,1/1/9999,Development
108507,Marsja,Lund,Staff,1/23/1997,1/1/9999,Marketing
108524,Radhia,Chinal,Senior Engineer,3/6/1985,1/1/9999,Quality Management
108536,Fumino,Baba,Senior Staff,12/22/1992,1/1/9999,Sales
108541,Jordanka,Mapelli,Staff,7/11/1992,7/11/2001,Sales
108548,Sajjad,Aingworth,Senior Staff,10/31/1991,1/1/9999,Research
108561,Kasturi,Luft,Engineer,12/21/1989,12/21/1995,Development
108588,Shahaf,Coney,Engineer,10/28/1985,10/28/1992,Research
108597,Kazuhira,Einsfeld,Engineer,4/18/1987,4/17/1992,Quality Management
108612,Ung,Joslin,Engineer,2/1/1986,2/1/1992,Development
108616,Fan,Feldmann,Engineer,3/17/1987,3/17/1995,Development
108624,Collette,Castellani,Senior Staff,12/8/1993,1/1/9999,Marketing
108627,Kenroku,Harbusch,Senior Staff,4/22/2002,1/1/9999,Marketing
108641,Atreye,Schueller,Senior Engineer,2/13/1986,1/1/9999,Development
108668,Maia,Staelin,Senior Staff,6/27/1992,1/1/9999,Customer Service
108669,Jeanne,Garnham,Technique Leader,4/5/1988,1/1/9999,Quality Management
108676,Alassane,Angot,Senior Staff,9/20/1998,1/1/9999,Human Resources
108686,Chenxi,Gadepally,Engineer,7/29/1993,7/29/1999,Production
108700,Sarita,Stanfel,Senior Staff,10/12/1985,1/1/9999,Research
108713,Yinghua,Heering,Engineer,1/9/1987,1/9/1996,Quality Management
108717,Heng,Kitsuregawa,Engineer,8/6/1991,8/6/1998,Development
108729,Jiang,Vesel,Senior Staff,2/12/1990,1/1/9999,Sales
108740,Eishiro,Szemeredi,Senior Staff,10/9/1994,1/1/9999,Finance
108761,Nahid,Mandell,Technique Leader,3/15/1985,1/1/9999,Development
108763,Sadegh,Cooke,Staff,7/25/1999,1/1/9999,Sales
108765,Nidapan,Fadgyas,Engineer,3/26/1995,3/25/2001,Production
108770,Ugo,Onuegbe,Engineer,10/16/1987,10/15/1993,Quality Management
108794,Basil,Bamford,Engineer,10/19/1994,10/19/2001,Development
108822,Sachem,Senzako,Engineer,11/28/1987,11/28/1995,Development
108823,Teiji,Litzkow,Engineer,9/8/1991,9/7/2000,Development
108825,Kaijung,Danecki,Engineer,3/12/1987,3/11/1993,Development
108828,Arup,Denti,Engineer,10/17/1985,10/17/1991,Quality Management
108833,Eirik,Milicic,Senior Engineer,11/8/1994,1/1/9999,Production
108839,Denis,Felcyn,Engineer,3/7/1990,3/6/1996,Production
108841,Otmar,Dayang,Assistant Engineer,11/26/1986,11/26/1993,Production
108842,Giordano,Heijenga,Staff,2/8/1998,1/1/9999,Sales
108845,Randy,Hemaspaandra,Engineer,3/28/1985,3/28/1993,Production
108850,Soenke,Honiden,Senior Staff,11/2/1994,1/1/9999,Sales
108871,Terresa,Middleton,Senior Staff,11/25/1991,1/1/9999,Marketing
108884,Basant,Deverell,Senior Staff,4/11/1996,1/1/9999,Sales
108911,Shaz,Ramaiah,Engineer,8/7/1985,8/7/1991,Quality Management
108935,Heather,Wilharm,Senior Engineer,10/11/1988,1/1/9999,Production
108940,Barna,Baumann,Engineer,8/7/1994,8/7/2001,Quality Management
108947,Ottavia,Doering,Technique Leader,1/5/1996,1/1/9999,Development
108954,Kellie,Vieri,Senior Engineer,7/2/1985,1/1/9999,Development
108963,Sanjiv,Barvinok,Engineer,5/24/1987,5/23/1992,Production
108971,Clyde,Feinberg,Staff,6/17/1987,6/16/1993,Finance
108977,Otilia,Rettelbach,Technique Leader,12/29/1994,1/1/9999,Production
108985,Masanao,Bressoud,Engineer,6/6/1993,6/6/2002,Development
108993,Yongmin,Mitchem,Senior Staff,4/7/1991,1/1/9999,Finance
108994,Shahar,Bashian,Technique Leader,5/8/1985,1/1/9999,Production
108997,Arch,Liesche,Engineer,12/11/1993,12/11/1999,Development
109010,Shaibal,Yavatkar,Assistant Engineer,5/23/1986,5/23/1994,Production
109052,Xianlong,McFarlin,Senior Engineer,7/6/1988,1/1/9999,Development
109080,Demin,Dratva,Senior Staff,9/1/2000,1/1/9999,Human Resources
109083,Moto,Merel,Staff,12/20/1999,1/1/9999,Sales
109090,Mircea,Bale,Assistant Engineer,5/27/1990,5/27/1997,Development
109097,Maya,Jeong,Senior Staff,2/5/2001,1/1/9999,Finance
109111,Dietrich,Veevers,Engineer,10/20/1988,10/20/1993,Quality Management
109114,Kwangyoen,Azevdeo,Assistant Engineer,12/8/1994,12/8/2001,Quality Management
109117,Arnould,Garnier,Senior Staff,2/12/1992,1/1/9999,Sales
109125,Adly,Piveteau,Staff,7/21/1998,1/1/9999,Sales
109147,Tetsushi,Dengi,Engineer,7/27/1985,7/27/1994,Development
109150,Jongsuk,Dayana,Senior Staff,8/22/1996,1/1/9999,Human Resources
109155,Serenella,Gill,Engineer,2/4/1999,1/1/9999,Development
109167,Uli,Harllee,Senior Staff,7/27/2002,1/1/9999,Customer Service
109174,Sanjiv,Zschoche,Senior Engineer,10/17/1986,1/1/9999,Production
109175,Hatsukazu,Kornyak,Senior Engineer,6/4/1994,1/1/9999,Production
109180,Nevin,Rousseau,Senior Staff,2/8/1987,1/1/9999,Finance
109181,Rildo,Lally,Senior Staff,1/14/1995,1/1/9999,Customer Service
109189,Billie,Codenie,Staff,7/5/1996,7/5/2002,Sales
109193,Garnet,Scharstein,Senior Engineer,9/10/1988,1/1/9999,Development
109204,Paris,Ratnakar,Engineer,5/13/1998,1/1/9999,Development
109205,Shrikanth,Kuzuoka,Senior Staff,9/8/1995,1/1/9999,Human Resources
109231,Jianwen,Schiper,Engineer,10/17/1986,10/17/1991,Production
109261,Marla,Undy,Senior Staff,9/23/1996,1/1/9999,Marketing
109263,Jessie,Erev,Senior Engineer,4/17/1986,1/1/9999,Production
109267,Ziyad,Bardell,Technique Leader,7/17/1988,1/1/9999,Development
109281,Moni,Bahk,Engineer,6/11/1999,1/1/9999,Production
109284,Mingdong,Junot,Engineer,6/26/1997,1/1/9999,Development
109285,Xudong,Nicolson,Staff,12/4/1986,12/4/1994,Human Resources
109289,Jaewoo,Broomell,Staff,11/14/1986,11/14/1993,Human Resources
109291,Cullen,Theuretzbacher,Senior Engineer,8/10/1998,1/1/9999,Development
109294,Udi,Savasere,Senior Engineer,7/26/1986,1/1/9999,Development
109306,Isaac,Pietrzykowski,Staff,9/17/1992,9/17/1998,Customer Service
109311,Jianhui,Antonisse,Senior Staff,12/6/1992,1/1/9999,Research
109318,Gift,Brlek,Staff,3/22/1997,1/1/9999,Sales
109323,Shuho,Gomatam,Senior Engineer,7/19/1993,1/1/9999,Production
109334,Tsutomu,Alameldin,Staff,2/15/1985,2/15/1993,Sales
109349,Stevo,Birrer,Staff,11/8/1997,1/1/9999,Customer Service
109356,Carrsten,Puppo,Engineer,5/21/1989,5/21/1995,Development
109369,Jenwei,Dymetman,Engineer,2/11/1992,2/10/1997,Production
109373,Becky,Pesch,Senior Engineer,9/15/2001,1/1/9999,Production
109379,Ramya,Rindone,Senior Staff,7/20/1998,1/1/9999,Sales
109380,Kagan,Luan,Staff,5/17/1987,5/16/1996,Sales
109389,Kwun,Pramanik,Senior Staff,6/23/1999,1/1/9999,Marketing
109393,Bodo,Birrer,Senior Engineer,7/27/1994,1/1/9999,Production
109400,Arumugam,Borstler,Senior Staff,5/22/1994,1/1/9999,Human Resources
109425,Eric,Hettesheimer,Senior Staff,12/9/1989,1/1/9999,Finance
109427,Tremaine,Standera,Senior Staff,2/2/1994,1/1/9999,Human Resources
109436,Sanjit,Kamble,Engineer,7/4/1985,7/4/1994,Development
109448,Subhankar,Socorro,Engineer,9/8/1988,9/8/1994,Production
109451,Huei,Kropatsch,Engineer,6/5/1987,6/4/1992,Production
109465,Shaowei,Furedi,Engineer,5/13/1987,5/12/1992,Quality Management
109470,Aram,Moffat,Staff,3/2/1996,1/1/9999,Marketing
109481,Charmane,Heijenga,Senior Engineer,4/27/1992,1/1/9999,Quality Management
109483,Ziya,Schlumberger,Staff,10/25/1999,1/1/9999,Research
109496,Mariusz,Esposito,Senior Staff,2/26/1994,1/1/9999,Sales
109506,Divine,Kermarrec,Staff,12/12/1988,12/13/1995,Human Resources
109520,Rasikan,Lorin,Senior Engineer,10/24/1986,1/1/9999,Production
109524,Mong,Merle,Staff,12/9/1998,1/1/9999,Human Resources
109528,Srinidhi,Kushnir,Staff,7/31/1993,7/31/2000,Marketing
109560,Ymte,Hoogerwoord,Senior Staff,6/12/1987,1/1/9999,Sales
109561,Radhika,Makinen,Senior Engineer,9/17/1993,1/1/9999,Quality Management
109565,Halsur,Kavvadias,Senior Engineer,12/9/2000,1/1/9999,Production
109575,Jinxi,Kusalik,Engineer,3/9/1988,3/9/1997,Development
109584,Baoqiu,Sewelson,Staff,4/28/1990,4/28/1995,Customer Service
109610,Kotesh,Pelc,Senior Engineer,2/18/1998,1/1/9999,Quality Management
109623,Parviz,Aingworth,Staff,8/18/1999,1/1/9999,Human Resources
109642,Aron,Nanard,Engineer,10/30/1990,10/30/1999,Production
109643,Faiza,Ratzlaff,Senior Staff,4/27/1998,1/1/9999,Sales
109672,Maia,Zhiwei,Engineer,1/5/1998,1/1/9999,Quality Management
109675,Peer,McConalogue,Staff,5/7/1986,5/7/1993,Customer Service
109678,Radhia,Onuegbe,Senior Staff,4/28/1998,1/1/9999,Customer Service
109681,Marsal,Ramaiah,Senior Engineer,1/6/2000,1/1/9999,Quality Management
109687,Khedija,Gecseg,Staff,7/22/1999,1/1/9999,Customer Service
109696,Poornachandra,Erdmenger,Senior Engineer,3/27/1986,1/1/9999,Development
109699,Pintsang,Duclos,Senior Engineer,12/17/1995,1/1/9999,Development
109729,Sorina,DiGiano,Engineer,10/27/1985,10/27/1993,Production
109730,Mats,Rubsam,Senior Engineer,7/9/2000,1/1/9999,Quality Management
109734,Maya,Plessier,Senior Engineer,8/26/1996,1/1/9999,Development
109740,Jacqueline,Bahl,Senior Staff,1/2/1998,1/1/9999,Sales
109747,Tadahiko,Rullman,Senior Staff,10/4/1993,1/1/9999,Sales
109748,Dayanand,Suessmith,Senior Engineer,11/23/1992,1/1/9999,Development
109775,Uli,Gill,Senior Staff,4/23/1997,1/1/9999,Human Resources
109787,Shuho,Hebden,Senior Staff,10/12/1996,1/1/9999,Marketing
109790,Torsten,Ravishankar,Senior Engineer,4/13/1998,1/1/9999,Development
109793,Zhanqiu,Oppitz,Senior Engineer,5/29/1991,1/1/9999,Development
109795,Francoise,Fujisaki,Staff,11/20/1986,11/20/1993,Marketing
109799,Bouchung,Stanger,Senior Engineer,9/16/1989,1/1/9999,Development
109809,Kazuhide,Cherinka,Engineer,7/4/1997,7/4/2002,Production
109811,Eric,Wendorf,Senior Engineer,5/13/1996,1/1/9999,Quality Management
109824,Aleksander,Luit,Senior Staff,7/29/1997,1/1/9999,Sales
109827,Eckart,Strooper,Technique Leader,6/14/1988,1/1/9999,Development
109837,Qiwen,Kusakari,Staff,9/10/1987,9/9/1993,Marketing
109851,Heping,Spell,Senior Staff,6/14/1990,1/1/9999,Research
109852,Adel,Kusakabe,Senior Staff,7/10/1991,1/1/9999,Research
109867,Conor,Merle,Engineer,10/13/1987,10/12/1993,Production
109878,Goetz,Goldhammer,Senior Engineer,10/3/1999,1/1/9999,Development
109885,Mooi,Sessa,Senior Staff,1/5/1986,1/1/9999,Human Resources
109898,Armond,Cardazo,Engineer,9/2/1992,9/2/1997,Quality Management
109902,Kersti,Terlouw,Senior Staff,10/8/1994,1/1/9999,Sales
109915,Abdelghani,Cannane,Senior Staff,11/19/1992,1/1/9999,Marketing
109938,Kinh,Isard,Senior Engineer,9/30/1994,1/1/9999,Development
109949,Gian,Chinal,Engineer,10/3/1991,10/2/1997,Development
109951,Nahla,Pell,Senior Engineer,4/15/1990,1/1/9999,Development
109966,Khatoun,Valette,Staff,7/8/1987,7/7/1996,Sales
109970,Irene,Masaki,Engineer,6/15/1985,6/15/1993,Production
109990,Rosalie,Parfitt,Senior Staff,9/24/1997,1/1/9999,Customer Service
109991,Jinxi,Reistad,Senior Engineer,1/13/1996,1/1/9999,Quality Management
109996,Dines,Gelosh,Senior Staff,2/1/1990,1/1/9999,Sales
109997,Miquel,Borovoy,Engineer,12/28/1988,12/28/1993,Development
109998,Mizuhito,Heping,Staff,6/30/1997,1/1/9999,Finance
110183,Shirish,Ossenbruggen,Staff,3/21/1992,1/1/9999,Human Resources
110386,Shem,Kieras,Technique Leader,10/14/1988,8/2/1992,Production
111133,Hauke,Zhang,Manager,3/7/1991,1/1/9999,Sales
111534,Hilary,Kambil,Senior Staff,1/31/1988,4/8/1991,Research
111692,Tonny,Butterworth,Staff,10/17/1988,1/1/9999,Customer Service
200008,Zeydy,Hutter,Senior Staff,10/10/1991,1/1/9999,Research
200030,LiMin,Schonegge,Senior Engineer,2/5/1985,1/1/9999,Development
200047,Charlene,Miculan,Senior Staff,5/23/1985,1/1/9999,Research
200048,Ronghao,Remmele,Senior Engineer,4/23/1992,1/1/9999,Production
200050,Kensyu,Thorelli,Senior Engineer,3/19/1992,1/1/9999,Development
200054,Rildo,Cronan,Engineer,9/17/1987,9/17/1995,Production
200069,Chuanyi,Maraist,Senior Staff,8/6/1997,1/1/9999,Research
200070,Yurii,Sury,Engineer,7/27/1985,7/27/1992,Development
200071,Karsten,Boyle,Staff,6/30/1987,6/29/1992,Finance
200074,Muzhong,Birjandi,Senior Staff,7/5/1996,1/1/9999,Finance
200079,Candida,Riefers,Staff,6/4/1990,6/4/1998,Sales
200089,Sampalli,Kuhnemann,Staff,2/8/1985,2/8/1994,Human Resources
200108,Abdelwaheb,Chvatal,Senior Engineer,12/16/2001,1/1/9999,Development
200116,Eben,Nivat,Staff,8/29/1986,8/29/1994,Sales
200148,Sajjan,Schapire,Engineer,5/16/1998,1/1/9999,Development
200166,Huan,Feldmann,Staff,2/27/1995,1/1/9999,Sales
200171,Hilari,Gyorkos,Senior Staff,8/29/1985,1/1/9999,Sales
200185,Fay,Standera,Senior Staff,8/2/1988,1/1/9999,Marketing
200196,Xuejia,Akazan,Senior Engineer,11/28/1996,1/1/9999,Customer Service
200202,Maria,Radwan,Senior Staff,10/16/1999,1/1/9999,Marketing
200212,Erez,Suomi,Staff,10/1/1987,10/1/1995,Marketing
200216,Jianhua,Merey,Engineer,1/28/2000,1/1/9999,Production
200221,Hinrich,Marquardt,Staff,2/18/1987,2/18/1992,Customer Service
200247,Chaoyi,Beznosov,Senior Staff,5/25/1986,1/1/9999,Sales
200251,King,Vasanthakumar,Engineer,9/1/1998,1/1/9999,Development
200256,Greger,Hockney,Senior Staff,9/1/1988,1/1/9999,Human Resources
200260,Tse,Radivojevic,Senior Engineer,5/1/1986,1/1/9999,Production
200264,Barna,Cusworth,Senior Engineer,3/29/2000,1/1/9999,Production
200274,Heekeun,England,Senior Staff,11/16/1994,1/1/9999,Marketing
200289,Thodoros,Schurmann,Senior Staff,6/16/1992,1/1/9999,Sales
200317,Aleksandar,Angel,Engineer,7/22/1999,1/1/9999,Quality Management
200324,Masamitsu,McDermid,Senior Engineer,4/11/1996,1/1/9999,Production
200332,Feipei,Goldhammer,Engineer,6/10/1998,1/1/9999,Development
200333,Honesty,Kruskal,Engineer,6/18/1986,6/18/1994,Development
200334,Basem,Bojadziev,Senior Engineer,6/21/1986,1/1/9999,Development
200342,Ger,Goldhammer,Senior Staff,1/23/1996,1/1/9999,Research
200348,Abdulla,Back,Senior Engineer,5/13/1991,1/1/9999,Development
200352,Yucel,Jansen,Engineer,6/17/1985,6/17/1990,Production
200365,Shiv,Tramer,Engineer,9/13/1994,1/1/9999,Production
200368,Yuichiro,Kornyak,Technique Leader,9/14/1987,1/1/9999,Production
200370,Rafail,Trumbly,Senior Engineer,7/16/1995,1/1/9999,Development
200380,Foong,Kriebel,Engineer,10/6/1995,10/5/2000,Production
200382,Mansur,Pauthner,Senior Staff,9/21/1993,1/1/9999,Sales
200399,Hairong,Krohn,Engineer,8/25/1995,8/24/2001,Production
200400,Goo,Negoita,Senior Staff,10/22/1999,1/1/9999,Research
200433,Gilbert,Bolotov,Senior Staff,11/7/2000,1/1/9999,Sales
200434,Mabry,Boguraev,Assistant Engineer,1/5/1998,1/1/9999,Development
200443,Goh,Einsfeld,Staff,7/12/1986,7/12/1991,Human Resources
200455,Aksel,Businaro,Senior Staff,1/24/1986,1/1/9999,Sales
200476,Vishwani,Frezza,Senior Engineer,11/28/1993,1/1/9999,Production
200486,Vidar,Junet,Staff,2/1/1991,2/1/2000,Human Resources
200491,Chinhyun,Bain,Engineer,1/12/1992,1/11/1997,Production
200492,Mizuhito,Leonhardt,Staff,1/4/1999,1/1/9999,Human Resources
200499,Rafail,Bultermann,Senior Staff,8/23/1986,1/1/9999,Marketing
200503,Kersti,Schapire,Senior Staff,10/30/1990,1/1/9999,Customer Service
200511,Duke,Gilg,Staff,2/20/1999,1/1/9999,Sales
200512,Christophe,Engberts,Senior Staff,1/23/1997,1/1/9999,Human Resources
200526,Divine,Czaja,Engineer,12/24/1995,1/1/9999,Development
200564,Elrique,Kenevan,Senior Staff,8/8/1992,1/1/9999,Sales
200575,Izaskun,Kuzuoka,Staff,9/5/1986,9/5/1994,Sales
200586,Geraldo,Beznosov,Engineer,4/9/1988,4/10/1995,Production
200601,Susuma,Lindqvist,Senior Staff,3/18/1993,1/1/9999,Research
200605,Serenella,Rikino,Staff,12/24/1994,1/1/9999,Marketing
200612,Dannz,Veevers,Senior Staff,12/31/1990,1/1/9999,Sales
200618,Berna,Panienski,Staff,7/21/1995,1/1/9999,Sales
200645,Chuanyi,Guardalben,Staff,2/14/1999,1/1/9999,Research
200658,Nathan,Gire,Senior Staff,1/11/2000,1/1/9999,Sales
200666,Weicheng,Dusink,Staff,5/17/1992,5/18/1999,Production
200687,Berto,Stassinopoulos,Senior Engineer,5/28/1985,1/1/9999,Production
200695,Geraldo,Zongker,Engineer,3/11/1985,3/11/1992,Development
200700,Krister,Ducloy,Staff,3/19/1987,3/18/1996,Customer Service
200702,Mary,Eldridge,Senior Engineer,6/29/1998,1/1/9999,Development
